Mass,C,H,O,N,C13,S,P,Error,NeutralMass,MolForm,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,kmass,kdefect
285.1190571,0,0,0,0,0,0,0,0,286.1263336,NA,NA,NA,NA,NA,NA,284.8006906137068,0.19930938629318007
285.1343839,14,22,6,0,0,0,0,-0.07656979,286.1416603,C14H22O6,0.42857142857142855,1.5714285714285714,0,0,NA,284.816000299665,0.18399970033499358
285.1455737,13,22,5,2,0,0,0,0.075663661,286.1528502,C13H22N2O5,0.38461538461538464,1.6923076923076923,0.15384615384615385,0,NA,284.82717760503436,0.17282239496563534
285.1496202,18,22,3,0,0,0,0,-0.007314984,286.1568967,C18H22O3,0.16666666666666666,1.2222222222222223,0,0,NA,284.8312195866763,0.1687804133237023
285.1707147,15,26,5,0,0,0,0,0.114443796,286.1779912,C15H26O5,0.3333333333333333,1.7333333333333334,0,0,NA,284.8522905323692,0.14770946763081838
285.205793,0,0,0,0,0,0,0,0,286.2130695,NA,NA,NA,NA,NA,NA,284.887329663626,0.11267033637398072
285.2070666,16,30,4,0,0,0,0,0.232022224,286.214343,C16H30O4,0.25,1.875,0,0,NA,284.88860184151287,0.11139815848713397
285.2435168,17,34,3,0,0,0,0,0.005927081,286.2507933,C17H34O3,0.17647058823529413,2,0,0,NA,284.92501134089395,0.07498865910605446
285.2709208,0,0,0,0,0,0,0,0,286.2781973,NA,NA,NA,NA,NA,NA,284.9523847413427,0.047615258657287995
286.0118935,0,0,0,0,0,0,0,0,287.0191699,NA,NA,NA,NA,NA,NA,285.69253006460633,0.3074699353936694
286.0205032,10,9,9,1,0,0,0,-0.169723318,287.0277796,C10H9NO9,0.9,0.9,0.1,0,NA,285.7011301509384,0.29886984906158887
286.0357119,14,9,6,1,0,0,0,-0.00468558,287.0429884,C14H9NO6,0.42857142857142855,0.6428571428571429,0.07142857142857142,0,NA,285.71632186876815,0.28367813123185215
286.0406856,0,0,0,0,0,0,0,0,287.047962,NA,NA,NA,NA,NA,NA,285.7212900150903,0.27870998490971033
286.0482655,0,0,0,0,0,0,0,0,287.0555419,NA,NA,NA,NA,NA,NA,285.7288614513062,0.2711385486937843
286.0568427,11,13,8,1,0,0,0,-0.009755533,287.0641192,C11H13NO8,0.7272727272727273,1.1818181818181819,0.09090909090909091,0,NA,285.73742907392807,0.26257092607193044
286.0680703,10,13,7,3,0,0,0,0.010521198,287.0753468,C10H13N3O7,0.7,1.3,0.3,0,NA,285.74864413708957,0.25135586291042955
286.07201,15,13,5,1,0,0,0,0.299886724,287.0792864,C15H13NO5,0.3333333333333333,0.8666666666666667,0.06666666666666667,0,NA,285.75257943798533,0.24742056201466767
286.0933002,12,17,7,1,0,0,0,-0.260376513,287.1005767,C12H17NO7,0.5833333333333334,1.4166666666666667,0.08333333333333333,0,NA,285.77384586515785,0.22615413484214741
286.1043647,11,17,6,3,0,0,0,0.32802346,287.1116411,C11H17N3O6,0.5454545454545454,1.5454545454545454,0.2727272727272727,0,NA,285.7848980104383,0.21510198956167415
286.134522,0,0,0,0,0,0,0,0,287.1417985,NA,NA,NA,NA,NA,NA,285.8150216365277,0.18497836347228258
286.1660201,14,25,5,1,0,0,0,-0.082321475,287.1732966,C14H25NO5,0.35714285714285715,1.7857142857142858,0.07142857142857142,0,NA,285.8464845654679,0.15351543453209615
286.1772207,13,25,4,3,0,0,0,0.032005984,287.1844971,C13H25N3O4,0.3076923076923077,1.9230769230769231,0.23076923076923078,0,NA,285.85767265877786,0.14232734122214197
286.9119263,0,0,0,0,0,0,0,0,287.9192027,NA,NA,NA,NA,NA,NA,286.5915578799413,0.4084421200586803
286.9508101,0,0,0,0,0,0,0,0,287.9580865,NA,NA,NA,NA,NA,NA,286.6303982619429,0.3696017380570993
287.0044942,10,8,10,0,0,0,0,-0.084080687,288.0117707,C10H8O10,1,0.8,0,0,NA,286.6840224177972,0.31597758220277683
287.0066428,0,0,0,0,0,0,0,0,288.0139193,NA,NA,NA,NA,NA,NA,286.68616861865127,0.31383138134873434
287.0067944,0,0,0,0,0,0,0,0,288.0140708,NA,NA,NA,NA,NA,NA,286.68632004937336,0.3136799506266357
287.01975,14,8,7,0,0,0,0,-0.08281647,288.0270265,C14H8O7,0.5,0.5714285714285714,0,0,NA,286.69926118303465,0.30073881696534954
287.0303808,0,0,0,0,0,0,0,0,288.0376573,NA,NA,NA,NA,NA,NA,286.7098801125884,0.2901198874116062
287.0309861,13,8,6,2,0,0,0,-0.092222441,288.0382626,C13H8N2O6,0.46153846153846156,0.6153846153846154,0.15384615384615385,0,NA,286.71048473670504,0.2895152632949589
287.0355596,0,0,0,0,0,0,0,0,288.0428361,NA,NA,NA,NA,NA,NA,286.71505312989405,0.284946870105955
287.0408579,11,12,9,0,0,0,0,-0.008158851,288.0481343,C11H12O9,0.8181818181818182,1.0909090909090908,0,0,NA,286.7203455137649,0.2796544862350743
287.0485137,0,0,0,0,0,0,0,0,288.0557901,NA,NA,NA,NA,NA,NA,286.7279927652303,0.2720072347697169
287.0521483,10,12,8,2,0,0,0,-0.206201337,288.0594248,C10H12N2O8,0.8,1.2,0.2,0,NA,286.73162330680344,0.2683766931965579
287.0537068,19,12,1,0,0,1,0,-0.341216243,288.0609833,C19H12OS,0.05263157894736842,0.631578947368421,0,0,NA,286.7331800665684,0.2668199334315773
287.0561319,15,12,6,0,0,0,0,-0.070349659,288.0634084,C15H12O6,0.4,0.8,0,0,NA,286.73560245868015,0.2643975413198518
287.0672056,14,12,5,2,0,0,0,0.484253781,288.074482,C14H12N2O5,0.35714285714285715,0.8571428571428571,0.14285714285714285,0,NA,286.7466637936878,0.25333620631221265
287.0674196,14,12,5,2,0,0,0,-0.258938699,288.0746961,C14H12N2O5,0.35714285714285715,0.8571428571428571,0.14285714285714285,0,NA,286.74687755473343,0.2531224452665697
287.0772356,12,16,8,0,0,0,0,0.018981324,288.084512,C12H16O8,0.6666666666666666,1.3333333333333333,0,0,NA,286.75668259410014,0.24331740589985884
287.088491,11,16,7,2,0,0,0,-0.057609722,288.0957675,C11H16N2O7,0.6363636363636364,1.4545454545454546,0.18181818181818182,0,NA,286.76792542621996,0.23207457378003937
287.0924482,16,16,5,0,0,0,0,0.170094044,288.0997246,C16H16O5,0.3125,1,0,0,NA,286.77187820757507,0.22812179242492903
287.0926457,0,0,0,0,0,0,0,0,288.0999222,NA,NA,NA,NA,NA,NA,286.77207548704484,0.22792451295515548
287.1136154,13,20,7,0,0,0,0,0.038826226,288.1208918,C13H20O7,0.5384615384615384,1.5384615384615385,0,0,NA,286.79302177209047,0.2069782279095307
287.1248693,12,20,6,2,0,0,0,-0.032405063,288.1321457,C12H20N2O6,0.5,1.6666666666666667,0.16666666666666666,0,NA,286.8042631058852,0.1957368941148161
287.1288256,17,20,4,0,0,0,0,0.198218351,288.136102,C17H20O4,0.23529411764705882,1.1764705882352942,0,0,NA,286.8082149882453,0.1917850117546891
287.1500086,14,24,6,0,0,0,0,0.012047306,288.157285,C14H24O6,0.42857142857142855,1.7142857142857142,0,0,NA,286.8293743351182,0.1706256648818112
287.1652485,18,24,3,0,0,0,0,0.068432677,288.1725249,C18H24O3,0.16666666666666666,1.3333333333333333,0,0,NA,286.84459721810975,0.15540278189024548
287.1863895,15,28,5,0,0,0,0,0.027992486,288.1936659,C15H28O5,0.3333333333333333,1.8666666666666667,0,0,NA,286.8657146118803,0.13428538811967883
287.1865389,15,28,5,0,0,0,0,-0.490527698,288.1938154,C15H28O5,0.3333333333333333,1.8666666666666667,0,0,NA,286.8658638450589,0.1341361549410749
287.2113696,0,0,0,0,0,0,0,0,288.218646,NA,NA,NA,NA,NA,NA,286.8906668188775,0.10933318112250845
287.2138352,0,0,0,0,0,0,0,0,288.2211117,NA,NA,NA,NA,NA,NA,286.8931296657665,0.10687033423351977
287.2228009,16,32,4,0,0,0,0,-0.061955772,288.2300774,C16H32O4,0.25,2,0,0,NA,286.9020853545857,0.09791464541427786
288.0093128,0,0,0,0,0,0,0,0,289.0165893,NA,NA,NA,NA,NA,NA,287.6877190283718,0.3122809716281836
288.0149986,13,7,7,1,0,0,0,-0.081327767,289.0222751,C13H7NO7,0.5384615384615384,0.5384615384615384,0.07692307692307693,0,NA,287.6933984795568,0.3066015204432233
288.0199564,0,0,0,0,0,0,0,0,289.0272328,NA,NA,NA,NA,NA,NA,287.698350743633,0.3016492563669999
288.0261153,12,7,6,3,0,0,0,0.322514319,289.0333918,C12H7N3O6,0.5,0.5833333333333334,0.25,0,NA,287.70450276655026,0.295497233449737
288.0275018,0,0,0,0,0,0,0,0,289.0347782,NA,NA,NA,NA,NA,NA,287.7058877183719,0.2941122816280881
288.0276532,0,0,0,0,0,0,0,0,289.0349297,NA,NA,NA,NA,NA,NA,287.7060389493173,0.2939610506826966
288.0360865,10,11,9,1,0,0,0,0.062160945,289.043363,C10H11NO9,0.9,1.1,0.1,0,NA,287.71446283261923,0.28553716738076673
288.0380936,0,0,0,0,0,0,0,0,289.04537,NA,NA,NA,NA,NA,NA,287.7164676914735,0.28353230852650313
288.0458344,0,0,0,0,0,0,0,0,289.0531108,NA,NA,NA,NA,NA,NA,287.724199848027,0.27580015197298735
288.0513905,14,11,6,1,0,0,0,-0.103201128,289.0586669,C14H11NO6,0.42857142857142855,0.7857142857142857,0.07142857142857142,0,NA,287.72974974403616,0.27025025596384467
288.0563318,0,0,0,0,0,0,0,0,289.0636082,NA,NA,NA,NA,NA,NA,287.7346855265364,0.26531447346360437
288.062573,13,11,5,3,0,0,0,0.07281438,289.0698494,C13H11N3O5,0.38461538461538464,0.8461538461538461,0.23076923076923078,0,NA,287.7409197575567,0.25908024244330363
288.0638861,0,0,0,0,0,0,0,0,289.0711625,NA,NA,NA,NA,NA,NA,287.7422313913375,0.2577686086625022
288.0724802,11,15,8,1,0,0,0,0.033783221,289.0797567,C11H15NO8,0.7272727272727273,1.3636363636363635,0.09090909090909091,0,NA,287.75081589508864,0.24918410491136456
288.0837631,10,15,7,3,0,0,0,-0.137463618,289.0910396,C10H15N3O7,0.7,1.5,0.3,0,NA,287.76208619650174,0.23791380349825886
288.0876485,15,15,5,1,0,0,0,0.337924052,289.0949249,C15H15NO5,0.3333333333333333,1,0.06666666666666667,0,NA,287.7659672580294,0.23403274197062274
288.087838,15,15,5,1,0,0,0,-0.317785753,289.0951145,C15H15NO5,0.3333333333333333,1,0.06666666666666667,0,NA,287.766156546432,0.2338434535679994
288.1201283,11,19,6,3,0,0,0,-0.067085706,289.1274048,C11H19N3O6,0.5454545454545454,1.7272727272727273,0.2727272727272727,0,NA,287.79841079079455,0.20158920920545143
288.1565093,12,23,5,3,0,0,0,-0.051367467,289.1637857,C12H23N3O5,0.4166666666666667,1.9166666666666667,0.25,0,NA,287.83475116744495,0.16524883255505074
288.8972091,0,0,0,0,0,0,0,0,289.9044856,NA,NA,NA,NA,NA,NA,288.57462389543116,0.4253761045688407
288.9123417,0,0,0,0,0,0,0,0,289.9196181,NA,NA,NA,NA,NA,NA,288.5897395982348,0.41026040176518563
288.9508732,0,0,0,0,0,0,0,0,289.9581497,NA,NA,NA,NA,NA,NA,288.62822807361766,0.3717719263823369
288.9966056,17,6,3,0,0,1,0,-0.406972547,290.0038821,C17H6O3S,0.17647058823529413,0.35294117647058826,0,0,NA,288.6739094084113,0.32609059158869513
288.9989867,13,6,8,0,0,0,0,0.013939794,290.0062631,C13H6O8,0.6153846153846154,0.46153846153846156,0,0,NA,288.67628784965376,0.323712150346239
289.0095203,0,0,0,0,0,0,0,0,290.0167967,NA,NA,NA,NA,NA,NA,288.6868096877419,0.3131903122580866
289.0102523,12,6,7,2,0,0,0,-0.097308504,290.0175288,C12H6N2O7,0.5833333333333334,0.5,0.16666666666666666,0,NA,288.68754087038417,0.31245912961583144
289.0104256,8,9,7,3,0,0,1,0.378050903,290.017702,C8H9N3O7P,0.875,1.125,0.375,0.125,3,288.68771397687584,0.3122860231241589
289.0201482,10,10,10,0,0,0,0,-0.097095132,290.0274247,C10H10O10,1,1,0,0,NA,288.69742572053383,0.302574279466171
289.0227524,0,0,0,0,0,0,0,0,290.0300288,NA,NA,NA,NA,NA,NA,288.7000270126608,0.2999729873391743
289.0329983,18,10,2,0,0,1,0,-0.431532691,290.0402747,C18H10O2S,0.1111111111111111,0.5555555555555556,0,0,NA,288.71026147199734,0.2897385280026583
289.0353872,14,10,7,0,0,0,0,-0.037881303,290.0426637,C14H10O7,0.5,0.7142857142857143,0,0,NA,288.7126477045303,0.2873522954697023
289.0466519,13,10,6,2,0,0,0,-0.145915152,290.0539284,C13H10N2O6,0.46153846153846156,0.7692307692307693,0.15384615384615385,0,NA,288.7238998262656,0.2761001737343918
289.0565105,11,14,9,0,0,0,0,-0.016833741,290.0637869,C11H14O9,0.8181818181818182,1.2727272727272727,0,0,NA,288.7337474180648,0.2662525819351913
289.0677192,10,14,8,2,0,0,0,0.068152782,290.0749957,C10H14N2O8,0.8,1.4,0.2,0,NA,288.74494360233024,0.25505639766976174
289.0717281,15,14,6,0,0,0,0,0.11577017,290.0790046,C15H14O6,0.4,0.9333333333333333,0,0,NA,288.7489480259567,0.251051974043321
289.0829914,14,14,5,2,0,0,0,0.012706563,290.0902679,C14H14N2O5,0.35714285714285715,1,0.14285714285714285,0,NA,288.7601987492553,0.2398012507446765
289.0928926,12,18,8,0,0,0,0,-0.005290942,290.1001691,C12H18O8,0.6666666666666666,1.5,0,0,NA,288.77008889348696,0.22991110651304325
289.1041037,11,18,7,2,0,0,0,0.071768976,290.1113801,C11H18N2O7,0.6363636363636364,1.6363636363636365,0.18181818181818182,0,NA,288.7812874750725,0.21871252492752546
289.108151,16,18,5,0,0,0,0,-0.01295993,290.1154274,C16H18O5,0.3125,1.125,0,0,NA,288.7853302558212,0.21466974417882057
289.1292324,13,22,7,0,0,0,0,0.15219367,290.1365089,C13H22O7,0.5384615384615384,1.6923076923076923,0,0,NA,288.8063881161416,0.19361188385840933
289.1445778,17,22,4,0,0,0,0,-0.155364023,290.1518543,C17H22O4,0.23529411764705882,1.2941176470588236,0,0,NA,288.8217163813308,0.17828361866918385
289.165618,14,26,6,0,0,0,0,0.151900076,290.1728945,C14H26O6,0.42857142857142855,1.8571428571428572,0,0,NA,288.8427330876556,0.1572669123444257
289.1810036,18,26,3,0,0,0,0,-0.293977683,290.18828,C18H26O3,0.16666666666666666,1.4444444444444444,0,0,NA,288.85810150795714,0.14189849204285565
289.2019482,15,30,5,0,0,0,0,0.34270911,290.2092246,C15H30O5,0.3333333333333333,2,0,0,NA,288.8790227210297,0.12097727897031518
289.9021836,0,0,0,0,0,0,0,0,290.90946,NA,NA,NA,NA,NA,NA,289.57847623192646,0.4215237680735413
290.0001952,0,0,0,0,0,0,0,0,291.0074717,NA,NA,NA,NA,NA,NA,289.6763783912983,0.3236216087017283
290.006824,0,0,0,0,0,0,0,0,291.0141005,NA,NA,NA,NA,NA,NA,289.682999789521,0.3170002104790228
290.0249431,0,0,0,0,0,0,0,0,291.0322196,NA,NA,NA,NA,NA,NA,289.701098657572,0.29890134242799604
290.0305898,13,9,7,1,0,0,0,0.12176138,291.0378662,C13H9NO7,0.5384615384615384,0.6923076923076923,0.07692307692307693,0,NA,289.70673905241637,0.29326094758363297
290.0355974,0,0,0,0,0,0,0,0,291.0428738,NA,NA,NA,NA,NA,NA,289.71174106088546,0.2882589391145416
290.0419268,12,9,6,3,0,0,0,-0.234326409,291.0492032,C12H9N3O6,0.5,0.75,0.25,0,NA,289.7180633934209,0.2819366065791087
290.0432135,0,0,0,0,0,0,0,0,291.05049,NA,NA,NA,NA,NA,NA,289.71934865668015,0.2806513433198461
290.0518111,10,13,9,1,0,0,0,-0.194374549,291.0590876,C10H13NO9,0.9,1.3,0.1,0,NA,289.72793665652324,0.2720633434767592
290.0538513,0,0,0,0,0,0,0,0,291.0611277,NA,NA,NA,NA,NA,NA,289.7299745784177,0.2700254215823179
290.0629441,9,13,8,3,0,0,0,0.150603537,291.0702206,C9H13N3O8,0.8888888888888888,1.4444444444444444,0.3333333333333333,0,NA,289.73905722531595,0.2609427746840538
290.0669636,14,13,6,1,0,0,0,0.161670026,291.0742401,C14H13NO6,0.42857142857142855,0.9285714285714286,0.07142857142857142,0,NA,289.7430722371064,0.25692776289361063
290.0881777,11,17,8,1,0,0,0,-0.129266964,291.0954542,C11H17NO8,0.7272727272727273,1.5454545454545454,0.09090909090909091,0,NA,289.7642626492528,0.23573735074717206
290.1397912,16,21,4,1,0,0,0,-0.032471717,291.1470676,C16H21NO4,0.25,1.3125,0.0625,0,NA,289.8158185171576,0.18418148284240488
290.870628,0,0,0,0,0,0,0,0,291.8779044,NA,NA,NA,NA,NA,NA,290.54583925825773,0.45416074174227106
290.9472867,0,0,0,0,0,0,0,0,291.9545631,NA,NA,NA,NA,NA,NA,290.62241236046845,0.37758763953155494
291.0146511,13,8,8,0,0,0,0,-0.03544501,292.0219276,C13H8O8,0.6153846153846154,0.6153846153846154,0,0,NA,290.6897015407776,0.31029845922239474
291.0258996,12,8,7,2,0,0,0,-0.086989825,292.033176,C12H8N2O7,0.5833333333333334,0.6666666666666666,0.16666666666666666,0,NA,290.700937480602,0.2990625193979781
291.0334561,10,15,5,1,0,1,1,0.417888881,292.0407326,C10H15NO5SP,0.5,1.5,0.1,0.1,1,290.7084855429466,0.2915144570533812
291.0357596,10,12,10,0,0,0,0,0.036250472,292.043036,C10H12O10,1,1.2,0,0,NA,290.71078647083795,0.2892135291620548
291.0359502,0,0,0,0,0,0,0,0,292.0432266,NA,NA,NA,NA,NA,NA,290.71097685801226,0.28902314198774093
291.0509988,14,12,7,0,0,0,0,0.094058829,292.0582753,C14H12O7,0.5,0.8571428571428571,0,0,NA,290.72600865461106,0.27399134538893577
291.0622682,13,12,6,2,0,0,0,-0.029146665,292.0695446,C13H12N2O6,0.46153846153846156,0.9230769230769231,0.15384615384615385,0,NA,290.7372654710984,0.2627345289016034
291.072158,11,16,9,0,0,0,0,-0.007873749,292.0794344,C11H16O9,0.8181818181818182,1.4545454545454546,0,0,NA,290.7471442280593,0.25285577194068765
291.0834501,10,16,8,2,0,0,0,-0.209181153,292.0907266,C10H16N2O8,0.8,1.6,0.2,0,NA,290.7584237191996,0.24157628080041604
291.0873781,15,16,6,0,0,0,0,0.115318011,292.0946546,C15H16O6,0.4,1.0666666666666667,0,0,NA,290.7623473331597,0.2376526668402903
291.0907466,12,20,6,0,0,1,0,0.120974624,292.098023,C12H20O6S,0.5,1.6666666666666667,0,0,NA,290.7657120718625,0.23428792813751897
291.0986729,14,16,5,2,0,0,0,-0.094938224,292.1059494,C14H16N2O5,0.35714285714285715,1.1428571428571428,0.14285714285714285,0,NA,290.7736295212851,0.22637047871489813
291.1084887,12,20,8,0,0,0,0,0.179505837,292.1157652,C12H20O8,0.6666666666666666,1.6666666666666667,0,0,NA,290.78343436087516,0.21656563912483762
291.123756,16,20,5,0,0,0,0,0.141296816,292.1310325,C16H20O5,0.3125,1.25,0,0,NA,290.7986846132716,0.20131538672842453
291.1449356,13,24,7,0,0,0,0,-0.030678443,292.1522121,C13H24O7,0.5384615384615384,1.8461538461538463,0,0,NA,290.819840563941,0.1801594360590002
291.1561209,12,24,6,2,0,0,0,0.134162223,292.1633973,C12H24N2O6,0.5,2,0.16666666666666666,0,NA,290.8310133743351,0.16898662566489975
291.1601591,17,24,4,0,0,0,0,0.081069949,292.1674356,C17H24O4,0.23529411764705882,1.411764705882353,0,0,NA,290.8350470652449,0.16495293475509243
291.1619966,0,0,0,0,0,0,0,0,292.1692731,NA,NA,NA,NA,NA,NA,290.836882513476,0.16311748652401548
291.1965964,18,28,3,0,0,0,0,-0.09608164,292.2038728,C18H28O3,0.16666666666666666,1.5555555555555556,0,0,NA,290.87144367903016,0.12855632096983527
292.0098628,12,7,8,1,0,0,0,0.091865863,293.0171393,C12H7NO8,0.6666666666666666,0.5833333333333334,0.08333333333333333,0,NA,291.6838019785026,0.3161980214974278
292.0211772,11,7,7,3,0,0,0,-0.184330686,293.0284536,C11H7N3O7,0.6363636363636364,0.6363636363636364,0.2727272727272727,0,NA,291.6951037447425,0.3048962552575176
292.0224937,0,0,0,0,0,0,0,0,293.0297702,NA,NA,NA,NA,NA,NA,291.6964187747268,0.30358122527320575
292.0462598,13,11,7,1,0,0,0,0.05286031,293.0535362,C13H11NO7,0.5384615384615384,0.8461538461538461,0.07692307692307693,0,NA,291.7201583372872,0.27984166271278355
292.0575873,12,11,6,3,0,0,0,-0.26852833,293.0648638,C12H11N3O6,0.5,0.9166666666666666,0.25,0,NA,291.73147318889954,0.2685268111004575
292.0588439,0,0,0,0,0,0,0,0,293.0661204,NA,NA,NA,NA,NA,NA,291.7327283857687,0.26727161423127654
292.0674171,10,15,9,1,0,0,0,-0.0426877,293.0746936,C10H15NO9,0.9,1.5,0.1,0,NA,291.74129201285706,0.25870798714294096
292.0826571,14,15,6,1,0,0,0,0.012480312,293.0899336,C14H15NO6,0.42857142857142855,1.0714285714285714,0.07142857142857142,0,NA,291.7565149957369,0.24348500426310693
292.1037579,11,19,8,1,0,0,0,0.109921341,293.1110344,C11H19NO8,0.7272727272727273,1.7272727272727273,0.09090909090909091,0,NA,291.7775922343951,0.22240776560488484
292.1190798,15,19,5,1,0,0,0,-0.114306632,293.1263562,C15H19NO5,0.3333333333333333,1.2666666666666666,0.06666666666666667,0,NA,291.7928970258247,0.20710297417531365
292.140165,12,23,7,1,0,0,0,0.036467971,293.1474414,C12H23NO7,0.5833333333333334,1.9166666666666667,0.08333333333333333,0,NA,291.813958681902,0.18604131809797764
292.1637087,0,0,0,0,0,0,0,0,293.1709852,NA,NA,NA,NA,NA,NA,291.83747609279624,0.16252390720376297
292.8914419,0,0,0,0,0,0,0,0,293.8987183,NA,NA,NA,NA,NA,NA,292.56439669940386,0.43560330059614216
292.8946925,0,0,0,0,0,0,0,0,293.901969,NA,NA,NA,NA,NA,NA,292.5676436697549,0.43235633024511344
292.9364949,7,6,5,2,0,3,0,0.373967638,293.9437714,C7H6N2O5S3,0.7142857142857143,0.8571428571428571,0.2857142857142857,0,NA,292.6093993928216,0.39060060717838496
292.9939081,12,6,9,0,0,0,0,-0.009350275,294.0011845,C12H6O9,0.75,0.5,0,0,NA,292.66674848472957,0.3332515152704332
293.0051053,11,6,8,2,0,0,0,0.113661817,294.0123818,C11H6N2O8,0.7272727272727273,0.5454545454545454,0.18181818181818182,0,NA,292.677933181836,0.3220668181639894
293.0053111,7,9,8,3,0,0,1,0.471977798,294.0125875,C7H9N3O8P,1.1428571428571428,1.2857142857142858,0.42857142857142855,0.14285714285714285,3,292.67813875203785,0.321861247962147
293.0302919,13,10,8,0,0,0,0,-0.003579102,294.0375683,C13H10O8,0.6153846153846154,0.7692307692307693,0,0,NA,292.70309165825347,0.2969083417465299
293.0415416,12,10,7,2,0,0,0,-0.059059109,294.0488181,C12H10N2O7,0.5833333333333334,0.8333333333333334,0.16666666666666666,0,NA,292.71432879673796,0.28567120326204076
293.0483581,0,0,0,0,0,0,0,0,294.0556345,NA,NA,NA,NA,NA,NA,292.7211376853731,0.278862314626906
293.0490194,14,14,5,0,0,1,0,-0.347884173,294.0562959,C14H14O5S,0.35714285714285715,1,0,0,NA,292.7217982469597,0.2782017530403209
293.0514371,10,14,10,0,0,0,0,-0.057574552,294.0587136,C10H14O10,1,1.4,0,0,NA,292.7242132473342,0.27578675266579467
293.066676,14,14,7,0,0,0,0,0.001091446,294.0739525,C14H14O7,0.5,1,0,0,NA,292.7394351314423,0.260564868557708
293.0779019,13,14,6,2,0,0,0,0.026777902,294.0851783,C13H14N2O6,0.46153846153846156,1.0769230769230769,0.15384615384615385,0,NA,292.7506484965021,0.24935150349790547
293.0877714,11,18,9,0,0,0,0,0.116686,294.0950479,C11H18O9,0.8181818181818182,1.6363636363636365,0,0,NA,292.7605069761303,0.23949302386972704
293.1030528,15,18,6,0,0,0,0,0.03092135,294.1103292,C15H18O6,0.4,1.2,0,0,NA,292.77577131278247,0.22422868721753275
293.1142596,14,18,5,2,0,0,0,0.121301539,294.121536,C14H18N2O5,0.35714285714285715,1.2857142857142858,0.14285714285714285,0,NA,292.7869655991695,0.21303440083050873
293.124161,12,22,8,0,0,0,0,0.102905567,294.1314374,C12H22O8,0.6666666666666666,1.8333333333333333,0,0,NA,292.79685594317783,0.2031440568221683
293.1394379,16,22,5,0,0,0,0,0.032273659,294.1467143,C16H22O5,0.3125,1.375,0,0,NA,292.81211578485477,0.1878842151452318
293.1507361,15,22,4,2,0,0,0,-0.188301528,294.1580126,C15H22N2O4,0.26666666666666666,1.4666666666666666,0.13333333333333333,0,NA,292.8234013691837,0.17659863081627236
293.1584958,0,0,0,0,0,0,0,0,294.1657722,NA,NA,NA,NA,NA,NA,292.83115240463343,0.16884759536657157
293.175711,17,26,4,0,0,0,0,0.414164619,294.1829875,C17H26O4,0.23529411764705882,1.5294117647058822,0,0,NA,292.84834838198725,0.15165161801274962
293.1791103,0,0,0,0,0,0,0,0,294.1863867,NA,NA,NA,NA,NA,NA,292.8517438862985,0.14825611370150682
293.1928883,0,0,0,0,0,0,0,0,294.2001648,NA,NA,NA,NA,NA,NA,292.8655065016606,0.1344934983393955
293.2122059,18,30,3,0,0,0,0,0.04253899,294.2194823,C18H30O3,0.16666666666666666,1.6666666666666667,0,0,NA,292.88480253145593,0.11519746854406776
293.8910284,0,0,0,0,0,0,0,0,294.8983048,NA,NA,NA,NA,NA,NA,293.56286705218804,0.43713294781196055
293.9890857,11,5,9,1,0,0,0,0.232675559,294.9963621,C11H5NO9,0.8181818181818182,0.45454545454545453,0.09090909090909091,0,NA,293.6608148605309,0.339185139469123
294.0254904,12,9,8,1,0,0,0,0.16747923,295.0327669,C12H9NO8,0.6666666666666666,0.75,0.08333333333333333,0,NA,293.6971789107177,0.302821089282304
294.0368141,11,9,7,3,0,0,0,-0.138626886,295.0440906,C11H9N3O7,0.6363636363636364,0.8181818181818182,0.2727272727272727,0,NA,293.7084899665731,0.29151003342690274
294.0381532,0,0,0,0,0,0,0,0,295.0454296,NA,NA,NA,NA,NA,NA,293.7098275713221,0.2901724286779199
294.0562939,0,0,0,0,0,0,0,0,295.0635703,NA,NA,NA,NA,NA,NA,293.72794801525436,0.2720519847456444
294.061881,13,13,7,1,0,0,0,0.150087155,295.0691575,C13H13NO7,0.5384615384615384,1,0.07692307692307693,0,NA,293.7335288766486,0.2664711233513799
294.0731889,12,13,6,3,0,0,0,-0.1023124,295.0804654,C12H13N3O6,0.5,1.0833333333333333,0.25,0,NA,293.7448241501464,0.2551758498535719
294.0745737,0,0,0,0,0,0,0,0,295.0818501,NA,NA,NA,NA,NA,NA,293.7462074038664,0.2537925961336214
294.0830489,10,17,9,1,0,0,0,0.019606993,295.0903254,C10H17NO9,0.9,1.7,0.1,0,NA,293.75467314038235,0.24532685961764855
294.0982726,14,17,6,1,0,0,0,0.129640886,295.105549,C14H17NO6,0.42857142857142855,1.2142857142857142,0.07142857142857142,0,NA,293.7698798414629,0.23012015853709045
294.1347079,15,21,5,1,0,0,0,-0.039351009,295.1419844,C15H21NO5,0.3333333333333333,1.4,0.06666666666666667,0,NA,293.8062744574815,0.19372554251850715
294.7647387,0,0,0,0,0,0,0,0,295.7720152,NA,NA,NA,NA,NA,NA,294.43560175946175,0.564398240538253
294.888299,0,0,0,0,0,0,0,0,295.8955754,NA,NA,NA,NA,NA,NA,294.5590240909269,0.4409759090730745
294.8956727,0,0,0,0,0,0,0,0,295.9029491,NA,NA,NA,NA,NA,NA,294.5663895573876,0.4336104426124052
294.905648,8,8,2,0,0,5,0,-0.489992108,295.9129245,C8H8O2S5,0.25,1,0,0,NA,294.5763537188785,0.42364628112147784
